Filename	Token	Locuteur	Consonne	Voyelle	presence_middleV	part	start_A	duration_A	end_A	start_B	duration_B	end_B	start_X	duration_X	end_X	RT	target_Response	response	real_RT	Correctness
F1_oxopo.wav	oxopo	F1	x	o	T	1	u	1565
F1_ikipi.wav	ikipi	F1	k	i	T	1	e	413
